MouseID,MouseLabel,Tau_hours,Power,Amplitude,P_value,Significant
1,SC04(SNr-DTA),23.98559423769508,0.2832079350009381,31.109661902455795,1.0,No
2,SC05(SNr-DTA),23.99382398353062,0.08491367813216347,13.33228669063919,1.0,No
3,SC06(SNr-DTA),23.97737013543631,0.20329088404690965,25.285793644993205,1.0,No
5,SC08(Control),24.01030042918455,0.3965189883359595,49.58181608427521,1.0,No
