MouseID,MouseLabel,Tau_hours,Power,Amplitude,P_value,Significant
1,SC01(Control),24.093023255813954,0.31541199568219047,32.57851448287211,1.0,No
2,LM45(SNr-DTA),23.86282204401979,0.36240446539495264,40.37088060865725,1.0,No
3,SC02(GPi-DTA),23.928143712574848,0.2299106464803005,11.839332563978251,1.0,No
